is_primary_school,is_middle_school,distance_to_subway_station,distance_to_bus_station,distance_to_parking_lot,distance_to_coach_station
0,1,0.76,0.34,0.17,1.69
1,0,0.25,0.34,0.17,1.10
0,1,0.25,0.25,0.08,0.93
0,1,0.84,0.08,0.08,0.42
1,0,0.76,0.08,0.00,0.67
1,0,0.67,0.25,0.08,0.76
1,0,0.59,0.25,0.08,0.59
1,0,3.80,0.34,0.00,0.42
0,1,0.59,0.25,0.08,1.60
1,0,0.84,0.34,0.00,1.01
1,0,0.59,0.17,0.08,1.18
1,0,0.93,0.34,0.00,1.10
0,1,0.84,0.25,0.08,0.93
0,1,0.67,0.17,0.00,1.43
1,0,0.34,0.17,0.08,2.19
1,0,0.25,0.17,0.08,2.28
0,1,0.51,0.42,0.08,2.28
1,0,0.25,0.25,0.08,2.36
1,0,0.51,0.25,0.08,2.45
1,0,0.34,0.08,0.00,2.62
1,0,0.25,0.17,0.08,1.52
0,1,0.25,0.25,0.08,1.60
1,0,0.25,0.17,0.08,2.02
0,1,0.34,0.08,0.08,1.27
1,0,0.42,0.17,0.08,1.35
1,0,0.42,0.17,0.08,1.35
1,0,0.42,0.17,0.08,1.35
0,1,0.42,0.25,0.17,1.43
0,1,0.34,0.08,0.08,1.27
0,1,0.25,0.08,0.08,1.43
0,1,0.42,0.08,0.08,1.60
1,0,0.42,0.08,0.00,1.43
1,0,0.67,0.34,0.17,1.10
0,1,0.42,0.08,0.00,1.52
1,0,0.42,0.08,0.00,1.94
0,1,0.17,0.08,0.08,2.28
0,1,0.17,0.08,0.08,2.28
1,0,0.34,0.17,0.08,1.52
0,1,0.34,0.08,0.08,2.19
0,1,0.34,0.17,0.08,1.94
1,0,0.42,0.17,0.08,1.35
0,1,0.51,0.08,0.00,1.69
1,0,0.59,0.17,0.08,1.69
1,0,0.59,0.17,0.00,1.52
0,1,0.42,0.08,0.08,1.35
0,1,0.42,0.34,0.08,1.77
0,1,0.25,0.17,0.08,1.77
1,0,0.59,0.17,0.00,2.19
1,0,0.25,0.25,0.08,1.69
0,1,0.51,0.17,0.08,0.59
1,0,0.25,0.25,0.08,0.84
1,0,0.34,0.17,0.00,1.01
1,0,0.34,0.08,0.08,1.10
1,0,0.34,0.17,0.00,1.01
1,0,0.67,0.17,0.08,0.59
0,1,11.14,0.08,0.08,0.76
0,1,11.47,0.08,0.08,1.10
0,1,11.47,0.08,0.08,1.10
1,0,1.18,0.17,0.25,4.81
1,0,1.18,0.17,0.25,4.81
0,1,1.52,0.08,0.34,5.40
1,0,19.91,0.34,0.25,6.07
1,0,0.93,0.17,0.08,5.06
1,0,0.34,0.08,0.08,4.13
0,1,23.62,0.25,0.25,3.46
0,1,23.11,0.25,0.08,3.71
1,0,23.28,0.17,0.00,3.54
0,1,0.93,0.17,0.17,2.62
1,0,0.76,0.25,0.25,2.45
1,0,1.01,0.17,0.17,2.62
0,1,25.39,0.17,0.08,2.28
1,0,26.15,0.08,0.08,1.94
1,0,26.91,0.25,0.08,1.94
1,0,21.76,0.17,4.64,0.59
0,1,6.33,0.25,0.34,1.43
0,1,0.59,0.08,0.08,5.40
1,0,0.59,0.08,0.08,5.40
1,0,1.77,0.51,0.51,4.81
1,0,1.60,0.59,0.25,4.89
0,1,1.86,0.42,0.42,4.47
1,0,1.86,0.25,0.00,4.47
0,1,1.69,0.17,0.08,3.54
1,0,1.86,0.34,0.17,3.88
0,1,1.18,0.34,0.17,2.19
1,0,1.18,0.25,0.25,2.19
1,0,0.67,0.17,0.08,1.27
1,0,0.25,0.17,0.08,0.17
0,1,0.42,0.17,0.08,0.51
1,0,0.17,0.17,0.08,0.25
0,1,0.51,0.17,0.08,0.59
1,0,3.63,0.17,0.00,0.93
1,0,3.88,0.17,0.17,0.76
0,1,4.05,0.17,0.00,0.51
0,1,0.51,0.17,0.08,1.27
0,1,0.51,0.17,0.00,1.18
1,0,0.51,0.17,0.08,1.35
0,1,0.25,0.17,0.08,0.59
1,0,0.84,0.25,0.00,1.35
1,0,0.34,0.08,0.00,1.86
1,0,0.42,0.08,0.00,1.69
1,0,0.17,0.17,0.08,2.36
0,1,0.51,0.08,0.08,2.11
1,0,0.42,0.17,0.08,2.28
0,1,0.25,0.17,0.08,2.36
1,0,0.25,0.17,0.08,1.27
0,1,0.42,0.08,0.17,0.59
1,0,0.51,0.17,0.00,0.42
1,0,0.42,0.08,0.08,0.51
1,0,0.42,0.08,0.08,0.34
1,0,0.42,0.17,0.08,0.84
0,1,0.42,0.25,0.08,1.01
0,1,0.34,0.17,0.08,1.01
1,0,0.25,0.17,0.08,1.52
0,1,0.42,0.17,0.08,1.77
0,1,0.51,0.42,0.08,1.10
1,0,0.25,0.08,0.08,1.35
0,1,0.17,0.17,0.08,0.93
1,0,0.42,0.17,0.08,0.76
0,1,0.59,0.17,0.08,0.76
1,0,0.51,0.25,0.08,0.84
1,0,0.59,0.25,0.08,0.51
1,0,0.67,0.25,0.17,0.93
1,0,0.67,0.25,0.17,0.93
1,0,0.59,0.25,0.08,0.51
0,1,0.76,0.08,0.08,0.67
1,0,0.93,0.17,0.08,0.67
0,1,0.84,0.25,0.17,0.84
1,0,0.93,0.17,0.08,0.34
0,1,0.51,0.25,0.00,0.84
1,0,0.93,0.17,0.00,0.67
1,0,0.59,0.25,0.08,1.60
1,0,0.17,0.17,0.00,1.60
0,1,0.34,0.34,0.17,1.35
1,0,6.66,0.17,0.00,1.60
0,1,0.51,0.25,0.08,1.94
0,1,6.75,0.17,0.08,1.69
1,0,0.34,0.25,0.00,2.02
0,1,0.34,0.17,0.08,2.02
1,0,0.25,0.17,0.08,2.11
1,0,0.34,0.25,0.00,2.02
0,1,0.42,0.25,0.08,1.35
1,0,0.42,0.17,0.08,2.02
1,0,0.42,0.17,0.08,2.02
0,1,0.34,0.25,0.08,1.27
1,0,0.42,0.08,0.08,1.69
1,0,12.49,0.51,0.08,2.19
1,0,1.60,0.17,0.17,1.94
1,0,1.77,0.17,0.17,6.41
1,0,22.27,0.08,0.08,4.72
1,0,25.05,0.08,0.08,2.45
1,0,24.63,0.17,0.08,2.53
0,1,26.24,0.08,0.08,1.60
1,0,1.10,0.17,0.08,1.18
1,0,1.69,0.17,0.59,2.02
1,0,1.77,0.08,1.01,5.74
0,1,1.69,0.25,1.01,5.57
1,0,5.40,0.17,0.76,1.94
1,0,1.86,0.17,0.00,6.33
0,1,1.18,0.08,0.08,5.74
1,0,0.67,0.08,0.00,1.77
0,1,0.84,0.08,0.08,0.84
1,0,4.30,0.25,0.08,0.93
1,0,0.51,0.17,0.08,1.60
1,0,0.42,0.17,0.08,1.35
1,0,2.19,0.17,0.08,2.02
1,0,0.93,0.25,0.00,1.69
0,1,1.01,0.17,0.08,1.60
0,1,0.76,0.08,0.08,1.94
1,0,1.01,0.08,0.08,1.60
1,0,0.84,0.08,0.08,1.43
1,0,0.67,0.17,0.17,2.11
0,1,0.25,0.17,0.08,1.43
1,0,0.51,0.25,0.08,1.35
0,1,0.17,0.17,0.08,0.93
1,0,0.42,0.17,0.08,0.84
0,1,0.42,0.25,0.08,0.76
0,1,0.76,0.17,0.08,0.76
1,0,0.51,0.25,0.08,0.42
1,0,0.67,0.08,0.08,0.76
1,0,0.51,0.25,0.08,0.42
0,1,0.76,0.17,0.08,1.18
1,0,0.76,0.08,0.08,1.18
0,1,0.08,0.08,0.08,1.10
1,0,0.59,0.25,0.17,1.18
0,1,0.17,0.17,0.00,1.27
1,0,0.84,0.25,0.08,1.35
0,1,0.67,0.17,0.08,0.67
1,0,1.01,0.17,0.00,1.27
1,0,0.67,0.25,0.08,1.60
0,1,0.76,0.08,0.08,1.60
0,1,0.76,0.17,0.08,1.60
0,1,0.42,0.25,0.08,2.28
1,0,0.25,0.17,0.08,2.45
0,1,0.59,0.34,0.08,1.94
0,1,0.67,0.17,0.08,2.70
1,0,0.51,0.08,0.08,2.62
1,0,0.59,0.25,0.08,2.62
0,1,0.59,0.34,0.00,1.94
1,0,0.34,0.17,0.08,2.70
1,0,0.67,0.34,0.08,2.70
1,0,0.67,0.34,0.08,2.62
1,0,0.84,0.25,0.08,2.95
1,0,15.10,0.08,0.00,4.22
1,0,2.11,0.34,0.67,5.15
1,0,1.60,0.08,0.17,6.58
0,1,1.10,0.42,0.25,5.48
1,0,21.93,0.17,0.17,4.98
1,0,1.10,0.17,0.08,4.64
1,0,26.40,0.08,0.08,0.59
1,0,27.75,0.08,0.08,0.93
1,0,68.50,0.25,0.08,1.60
1,0,1.35,0.08,0.17,5.23
1,0,0.59,0.34,0.08,6.07
1,0,0.42,0.17,0.08,3.96
0,1,0.84,0.34,0.08,4.05
1,0,0.25,0.25,0.08,2.45
1,0,0.34,0.17,0.08,2.19
1,0,0.51,0.42,0.00,0.84
0,1,0.84,0.25,0.08,1.18
0,1,0.42,0.34,0.08,0.67
0,1,0.59,0.25,0.08,0.93
0,1,0.59,0.25,0.08,0.76
1,0,0.42,0.34,0.00,0.76
0,1,0.34,0.17,0.08,0.51
0,1,1.94,0.42,0.08,0.84
0,1,0.17,0.17,0.00,1.27
1,0,0.34,0.17,0.00,1.18
1,0,0.34,0.08,0.08,1.18
1,0,0.34,0.17,0.08,1.18
1,0,0.34,0.34,0.00,1.18
0,1,0.08,0.08,0.08,0.76
0,1,0.25,0.08,0.08,0.76
1,0,2.95,0.34,0.08,0.93
1,0,0.42,0.17,0.08,1.10
1,0,0.17,0.17,0.00,0.59
1,0,0.17,0.17,0.00,0.59
1,0,0.42,0.17,0.08,1.01
1,0,0.51,0.34,0.08,1.27
1,0,0.25,0.17,0.08,0.76
0,1,0.17,0.08,0.08,0.59
1,0,0.67,0.17,0.08,0.25
1,0,0.51,0.17,0.08,0.17
0,1,0.34,0.08,0.08,0.76
0,1,0.34,0.08,0.08,0.59
1,0,0.25,0.17,0.00,0.76
0,1,0.17,0.17,0.08,2.11
1,0,0.34,0.17,0.08,2.11
1,0,0.34,0.17,0.08,2.11
1,0,1.01,0.08,0.08,2.78
0,1,0.67,0.25,0.00,2.95
0,1,0.76,0.08,0.08,2.70
1,0,0.59,0.08,0.00,2.78
0,1,0.17,0.08,0.08,3.29
0,1,0.42,0.25,0.00,3.71
1,0,0.34,0.25,0.08,3.71
1,0,0.34,0.34,0.08,3.80
0,1,1.01,0.25,0.08,5.23
1,0,0.93,0.34,0.08,6.07
1,0,0.84,0.17,0.17,7.68
1,0,0.67,0.34,0.17,1.94
1,0,3.29,0.34,0.00,3.54
1,0,5.57,0.25,1.69,9.28
1,0,5.65,0.34,1.60,9.53
0,1,0.67,0.34,0.17,6.24
0,1,1.10,0.25,0.08,4.81
1,0,1.10,0.34,0.17,5.40
0,1,0.84,0.17,0.08,3.37
0,1,1.10,0.25,0.08,4.05
1,0,0.84,0.17,0.08,3.88
0,1,0.51,0.42,0.08,3.54
0,1,0.76,0.08,0.08,3.21
0,1,0.42,0.34,0.08,2.19
1,0,0.42,0.25,0.08,2.28
1,0,0.51,0.17,0.17,2.45
0,1,0.25,0.17,0.08,0.17
1,0,0.42,0.34,0.00,0.34
1,0,0.42,0.25,0.08,1.01
1,0,0.76,0.17,0.08,1.01
1,0,0.84,0.17,0.08,1.27
1,0,0.76,0.08,0.08,0.93
1,0,0.67,0.08,0.08,1.10
1,0,0.76,0.17,0.08,0.17
1,0,0.42,0.25,0.08,0.59
1,0,0.34,0.25,0.08,0.51
0,1,0.42,0.25,0.08,0.93
1,0,0.25,0.17,0.17,1.01
1,0,0.25,0.17,0.08,0.93
1,0,0.59,0.17,0.08,1.10
0,1,0.51,0.25,0.08,1.18
0,1,0.59,0.25,0.00,1.18
0,1,0.84,0.17,0.08,1.60
0,1,0.93,0.17,0.08,1.60
0,1,0.42,0.08,0.08,0.84
1,0,0.59,0.25,0.00,1.18
1,0,0.59,0.17,0.00,0.84
0,1,0.42,0.08,0.00,0.84
0,1,0.76,0.17,0.00,1.52
1,0,0.42,0.42,0.17,1.69
1,0,0.51,0.08,0.08,2.19
0,1,1.69,0.34,0.17,2.70
1,0,1.27,0.51,0.08,3.46
1,0,0.84,0.51,0.17,3.88
1,0,0.84,0.25,0.17,4.39
0,1,0.67,0.17,0.08,4.22
1,0,0.51,0.08,0.08,4.22
0,1,0.42,0.17,0.08,4.89
1,0,14.17,0.34,0.08,4.64
1,0,0.59,0.08,0.17,5.82
1,0,0.51,0.17,0.34,7.85
0,1,0.84,0.25,0.08,8.01
1,0,1.27,0.17,0.17,1.43
0,1,2.78,0.08,0.08,2.53
0,1,6.33,0.17,1.01,9.79
1,0,1.01,0.17,0.08,6.58
1,0,0.59,0.51,0.17,7.59
1,0,0.34,0.08,0.08,7.42
1,0,1.10,0.42,0.08,5.23
0,1,1.27,0.08,0.08,4.30
1,0,1.10,0.08,0.08,4.30
0,1,0.34,0.17,0.08,3.96
1,0,0.59,0.17,0.08,3.04
1,0,0.59,0.17,0.08,3.21
1,0,0.76,0.08,0.08,3.12
1,0,0.59,0.17,0.08,2.53
1,0,0.67,0.25,0.08,2.28
1,0,0.67,0.25,0.08,2.28
1,0,0.25,0.34,0.08,1.60
0,1,0.17,0.08,0.08,1.01
0,1,0.34,0.17,0.08,0.59
1,0,0.42,0.25,0.08,1.10
1,0,0.17,0.17,0.08,1.69
1,0,0.51,0.25,0.08,1.27
1,0,0.25,0.17,0.00,0.08
1,0,0.51,0.08,0.08,0.76
1,0,0.51,0.17,0.08,1.01
0,1,0.42,0.25,0.08,0.84
1,0,0.42,0.08,0.08,1.18
1,0,0.25,0.08,0.08,1.60
1,0,0.59,0.17,0.08,1.60
1,0,0.34,0.17,0.00,1.35
0,1,0.76,0.17,0.17,0.67
1,0,2.19,0.17,0.17,2.36
0,1,2.11,0.17,0.08,2.45
1,0,2.02,0.25,0.08,3.21
1,0,1.35,0.59,0.08,3.37
1,0,1.10,0.67,0.00,4.98
1,0,1.60,0.42,0.25,5.06
1,0,2.45,0.34,0.34,2.62
1,0,2.02,0.42,0.25,2.11
1,0,3.04,0.17,0.08,2.87
1,0,6.33,0.84,1.69,8.94
1,0,7.68,0.08,0.67,10.97
0,1,1.10,0.08,0.08,7.00
0,1,1.01,0.08,0.08,7.00
1,0,1.01,0.17,0.08,7.00
1,0,0.34,0.08,0.25,6.24
0,1,0.34,0.25,0.34,5.57
1,0,0.25,0.25,0.25,5.48
0,1,0.51,0.17,0.17,4.56
1,0,0.51,0.08,0.17,4.56
1,0,0.51,0.17,0.08,4.30
1,0,0.34,0.17,0.17,4.64
1,0,0.42,0.08,0.08,4.22
1,0,0.42,0.17,0.08,4.30
0,1,0.59,0.34,0.08,3.46
0,1,0.42,0.34,0.08,3.80
1,0,0.67,0.25,0.00,3.46
1,0,0.34,0.17,0.08,3.54
0,1,0.84,0.08,0.08,3.21
1,0,4.81,0.42,0.08,0.76
0,1,0.42,0.42,0.00,1.60
1,0,0.42,0.08,0.08,1.86
1,0,0.42,0.08,0.08,1.86
1,0,0.76,0.25,0.17,2.19
0,1,0.84,0.25,0.08,2.19
1,0,0.59,0.17,0.08,1.18
1,0,0.17,0.25,0.08,1.18
0,1,0.67,0.17,0.00,1.35
1,0,0.42,0.17,0.08,1.27
1,0,0.51,0.08,0.08,1.77
1,0,0.51,0.08,0.08,1.77
1,0,0.42,0.25,0.08,1.01
0,1,0.59,0.08,0.08,0.25
1,0,7.59,0.17,0.08,0.34
1,0,1.18,0.51,0.08,0.76
1,0,1.60,0.34,0.34,4.89
1,0,13.41,0.17,0.17,5.91
1,0,5.23,0.25,0.34,6.16
1,0,22.95,0.08,0.42,3.21
1,0,11.14,0.25,2.28,7.93
0,1,2.45,0.42,0.42,5.82
1,0,2.62,0.42,0.34,5.65
1,0,2.36,0.25,0.25,5.82
0,1,2.45,0.17,0.25,5.06
1,0,2.62,0.25,0.34,5.06
1,0,0.76,0.17,0.25,2.70
0,1,0.76,0.34,0.08,0.51
0,1,0.76,0.08,0.34,1.69
1,0,0.17,0.34,0.17,0.67
0,1,1.77,0.51,0.17,3.96
1,0,1.94,0.42,0.17,4.05
1,0,1.69,0.25,0.08,4.47
1,0,14.68,0.08,5.91,7.85
1,0,8.77,0.17,0.34,6.92
1,0,9.03,0.17,3.54,4.05
1,0,8.10,0.08,2.45,3.54
1,0,4.22,0.17,0.17,4.89
0,1,2.70,0.67,0.84,4.72
0,1,2.11,0.17,0.08,4.47
1,0,1.10,0.51,0.08,5.15
1,0,1.10,0.42,0.08,5.15
0,1,0.76,0.25,0.08,4.30
1,0,5.91,0.17,0.08,0.84
1,0,0.93,0.08,0.17,1.01
1,0,0.76,0.08,0.08,2.53
1,0,0.25,0.25,0.17,2.95
1,0,1.94,0.17,0.17,5.57
0,1,1.86,0.17,0.08,5.48
1,0,2.11,0.51,0.93,8.77
1,0,8.18,0.34,1.27,9.95
1,0,10.88,0.17,3.29,8.60
0,1,13.16,0.17,0.17,9.28
1,0,13.16,0.17,0.17,9.20
0,1,11.05,0.25,1.52,6.92
1,0,7.00,0.17,0.34,4.13
0,1,5.82,0.08,0.42,5.74
1,0,4.72,0.34,0.08,4.64
1,0,4.64,0.17,0.17,4.56
0,1,4.39,0.25,0.17,4.64
0,1,2.36,0.25,0.84,3.80
1,0,2.78,0.34,0.51,4.30
1,0,1.27,0.08,0.00,3.96
1,0,0.51,0.17,0.08,4.89
1,0,1.60,0.51,0.25,1.69
0,1,6.50,0.34,0.25,1.77
1,0,6.58,0.59,0.59,2.19
0,1,1.60,0.08,0.08,3.80
1,0,6.58,0.25,0.08,3.88
0,1,0.76,0.08,0.17,3.63
0,1,6.58,0.17,0.00,3.88
1,0,0.84,0.51,0.17,3.63
0,1,0.42,0.17,0.08,3.96
0,1,1.10,0.08,0.08,2.62
1,0,0.51,0.25,0.08,2.70
1,0,1.01,0.08,0.08,8.44
0,1,0.34,0.34,0.34,9.70
1,0,0.42,0.17,0.17,9.20
0,1,0.34,0.08,0.25,9.87
1,0,5.48,0.08,1.52,5.99
1,0,8.10,0.34,0.84,8.18
1,0,15.44,0.25,0.51,9.45
1,0,6.75,0.34,1.52,7.00
1,0,1.27,0.25,0.08,2.45
0,1,1.69,0.25,0.17,2.87
1,0,1.52,0.08,0.17,3.71
1,0,1.77,0.08,0.08,3.88
1,0,0.67,0.51,0.51,4.89
1,0,0.34,0.25,0.17,4.39
0,1,0.93,0.17,0.08,4.13
1,0,0.84,0.17,0.17,3.71
1,0,0.84,0.17,0.17,3.96
1,0,1.35,0.34,0.17,3.12
1,0,1.35,0.34,0.25,3.04
1,0,0.59,0.17,0.17,3.63
0,1,0.59,0.17,0.08,3.71
0,1,0.93,0.17,0.00,3.46
0,1,1.35,0.25,1.01,8.94
1,0,1.60,0.34,0.84,8.86
0,1,4.56,1.10,2.95,6.66
0,1,11.64,0.76,2.95,7.00
1,0,1.94,0.08,0.17,5.74
0,1,1.77,0.59,0.17,4.89
1,0,1.77,0.17,0.17,4.39
0,1,2.02,0.34,0.34,3.96
0,1,2.02,0.42,0.34,3.88
1,0,0.42,0.25,0.17,5.48
1,0,1.60,0.17,0.17,2.53
1,0,11.81,0.67,3.04,6.83
0,1,5.57,0.08,2.28,6.75
1,0,5.65,0.08,2.28,6.66
1,0,2.53,0.93,0.42,6.24
1,0,2.53,0.93,0.42,6.24
1,0,2.53,0.93,0.51,6.24
0,1,2.45,0.17,0.08,5.99
0,1,0.59,0.08,0.08,4.64
1,0,0.93,0.08,0.08,4.81
0,1,0.67,0.25,0.25,4.39
0,1,3.29,0.08,0.17,5.15
0,1,3.29,0.08,0.08,5.15
1,0,0.67,0.17,0.08,5.06
0,1,0.67,0.08,0.08,4.89
0,1,11.47,0.08,0.34,6.92
1,0,11.30,0.08,0.17,7.09
1,0,16.96,0.08,0.76,7.42
1,0,11.22,0.25,1.86,6.07
1,0,3.37,0.17,1.35,3.71
1,0,3.37,0.17,1.27,3.63
0,1,2.28,0.25,0.08,2.19
1,0,0.34,0.08,0.17,0.59
1,0,1.18,0.08,0.08,5.31
0,1,1.35,0.08,0.08,5.65
1,0,2.28,0.34,0.08,6.92
1,0,17.97,0.08,0.17,5.65
1,0,18.39,0.34,0.08,5.91
1,0,18.31,0.34,0.08,5.82
1,0,12.99,0.25,2.28,5.06
0,1,3.29,0.42,0.42,4.13
1,0,3.54,0.25,0.17,5.15
1,0,3.96,0.34,0.76,6.83
1,0,1.60,0.51,0.17,1.60
0,1,0.42,0.08,0.17,0.34
1,0,0.34,0.08,0.25,0.67
1,0,1.01,0.17,0.08,0.93
1,0,1.01,0.34,0.34,1.35
1,0,3.29,0.25,0.34,7.17
1,0,1.77,0.25,0.08,6.16
1,0,1.52,0.25,0.00,6.58
0,1,11.30,0.17,0.08,6.24
0,1,0.17,0.17,0.08,5.99
1,0,0.59,0.25,0.08,6.16
0,1,3.12,0.08,0.17,6.50
1,0,2.78,0.08,0.34,7.25
1,0,2.87,0.17,0.08,6.83
0,1,11.81,0.08,0.25,4.22
1,0,11.64,0.17,0.25,4.22
0,1,11.89,0.08,0.34,4.13
1,0,14.09,0.08,0.08,0.17
0,1,14.51,0.08,0.25,0.25
1,0,14.51,0.08,0.17,0.84
1,0,16.53,0.17,0.67,3.29
0,1,17.46,0.08,0.17,4.13
1,0,18.22,0.08,0.25,5.31
1,0,18.90,0.51,0.25,6.07
1,0,6.83,0.42,0.76,10.38
0,1,7.51,0.17,1.52,9.45
1,0,2.11,0.34,0.34,2.36
0,1,2.45,0.25,0.08,3.63
1,0,1.69,0.25,0.17,3.21
1,0,1.69,0.25,0.17,3.29
1,0,3.37,0.08,0.25,7.25
0,1,3.21,0.34,0.42,7.42
0,1,2.95,0.34,0.34,7.59
0,1,1.52,0.08,0.17,7.00
1,0,1.52,0.08,0.08,7.09
1,0,0.51,0.08,0.08,6.33
0,1,0.51,0.08,0.08,6.83
0,1,0.84,0.34,0.08,6.33
0,1,0.93,0.34,0.08,6.33
0,1,0.59,0.08,0.08,6.83
1,0,0.42,0.25,0.08,6.92
1,0,1.18,0.17,0.25,6.83
1,0,18.05,0.08,0.17,4.39
0,1,6.66,0.17,0.51,10.71
1,0,11.30,0.17,3.12,7.42
1,0,71.62,0.08,5.74,4.13
1,0,71.71,0.00,5.74,4.13
1,0,2.28,0.34,0.59,5.31
1,0,1.94,0.34,0.51,4.22
0,1,1.94,0.51,0.34,4.05
0,1,1.10,0.08,0.17,1.10
1,0,1.01,0.08,0.08,1.01
0,1,1.35,0.25,0.00,1.94
1,0,1.10,0.34,0.08,1.86
1,0,1.18,0.17,0.08,2.36
0,1,1.01,0.17,0.08,2.28
0,1,1.27,0.25,0.08,3.12
1,0,0.67,0.08,0.08,7.42
0,1,0.25,0.17,0.08,7.76
1,0,0.34,0.25,0.17,7.68
1,0,0.67,0.08,0.08,7.85
1,0,0.25,0.17,0.08,7.17
0,1,0.42,0.17,0.08,7.76
1,0,0.76,0.08,0.08,7.09
0,1,0.84,0.17,0.08,7.09
1,0,1.35,0.17,0.42,7.42
1,0,1.18,0.25,0.08,7.76
1,0,17.55,0.17,1.69,3.88
1,0,54.33,0.17,0.59,10.46
1,0,1.27,0.17,0.08,3.88
1,0,1.69,0.08,0.42,8.18
1,0,0.93,0.25,0.42,3.96
1,0,0.93,0.25,0.42,3.96
1,0,0.59,0.08,0.76,1.60
1,0,0.17,0.08,0.08,0.93
0,1,0.93,0.25,0.25,0.59
1,0,0.17,0.08,0.08,1.01
0,1,0.25,0.08,0.08,1.27
0,1,0.51,0.17,0.17,1.43
1,0,0.67,0.08,0.17,2.70
1,0,0.67,0.08,0.00,2.02
0,1,0.51,0.25,0.08,2.78
0,1,0.42,0.34,0.25,3.37
0,1,0.67,0.17,0.17,2.45
1,0,3.29,0.51,2.02,3.46
1,0,15.94,0.67,0.67,5.82
0,1,0.17,0.08,0.08,8.60
1,0,0.59,0.17,0.08,8.10
0,1,1.01,0.08,0.08,8.52
1,0,0.42,0.25,0.08,8.44
1,0,0.34,0.17,0.08,8.01
1,0,1.43,0.25,0.08,8.10
1,0,13.58,0.17,0.25,5.65
1,0,14.93,0.25,0.34,3.63
1,0,19.91,0.17,0.17,5.99
1,0,9.11,0.25,1.60,12.06
0,1,10.88,0.17,1.27,12.15
1,0,10.97,0.34,2.11,11.14
1,0,13.16,0.25,3.96,5.82
1,0,16.53,0.17,3.63,1.52
1,0,40.32,0.25,0.51,1.94
0,1,1.18,0.25,0.34,4.05
1,0,1.35,0.17,0.34,3.88
0,1,0.25,0.25,0.08,5.23
0,1,0.51,0.17,0.25,4.64
0,1,0.67,0.17,0.59,4.56
1,0,0.59,0.08,0.08,2.87
0,1,3.37,0.34,0.34,7.17
1,0,0.67,0.17,0.25,9.36
0,1,1.01,0.17,0.25,9.11
1,0,1.27,0.08,0.08,8.94
0,1,1.10,0.17,0.25,9.03
0,1,14.34,0.42,4.98,5.06
1,0,14.43,0.25,5.23,5.31
0,1,0.93,0.51,0.51,5.57
1,0,1.35,0.08,0.17,5.48
1,0,0.59,0.51,0.51,7.68
0,1,0.51,0.25,0.25,8.44
1,0,0.25,0.17,0.17,7.93
0,1,0.34,0.17,0.93,6.50
0,1,0.34,0.08,0.51,4.47
1,0,0.34,0.08,0.34,4.13
1,0,0.34,0.17,0.34,4.13
1,0,0.76,0.17,0.51,2.95
1,0,0.51,0.08,0.08,3.21
1,0,1.35,0.17,0.67,1.77
1,0,1.77,0.17,0.25,3.46
1,0,3.29,0.17,0.93,4.64
0,1,1.86,0.17,0.25,9.70
1,0,1.86,0.08,1.10,9.87
1,0,1.86,0.08,1.10,9.79
0,1,16.53,0.08,1.01,4.30
1,0,16.62,0.25,1.01,4.39
0,1,19.40,0.76,1.27,2.28
1,0,0.67,0.17,0.17,6.58
1,0,0.42,0.17,0.25,6.92
0,1,0.51,0.17,0.17,6.75
0,1,1.27,0.42,0.93,3.37
1,0,2.87,0.25,0.17,2.53
0,1,3.80,0.25,0.59,5.91
1,0,4.89,0.17,1.69,7.42
1,0,1.94,0.42,0.08,9.20
1,0,20.67,0.17,1.77,6.41
0,1,0.76,0.42,0.42,6.66
1,0,0.67,0.25,0.42,6.83
1,0,0.76,0.17,0.08,7.85
1,0,1.86,0.59,0.93,7.09
1,0,3.21,0.25,0.84,11.22
1,0,5.40,0.42,0.25,8.44
0,1,24.13,0.17,0.42,10.04
1,0,24.13,0.08,0.42,10.04
1,0,39.82,0.17,0.76,5.31
0,1,40.24,0.17,0.59,5.15
1,0,0.67,0.51,1.18,7.34
1,0,0.84,0.42,0.34,7.68
1,0,3.21,0.42,0.93,3.29
0,1,3.88,0.17,1.52,4.39
1,0,3.80,0.17,1.86,5.91
0,1,3.04,0.67,0.08,9.45
1,0,0.51,0.34,0.17,11.89
1,0,18.47,0.08,0.42,7.59
0,1,20.67,0.25,0.76,6.75
1,0,20.67,0.17,0.84,6.83
1,0,14.85,0.08,3.21,10.04
0,1,18.90,0.17,2.62,3.88
1,0,51.29,1.01,1.01,4.39
1,0,42.43,0.51,0.67,4.81
1,0,3.46,0.17,2.70,5.57
0,1,3.29,0.25,2.53,5.74
1,0,4.05,0.08,0.08,2.70
1,0,5.15,0.25,0.93,4.81
1,0,6.33,0.17,0.25,5.99
1,0,0.67,0.08,0.34,12.23
0,1,0.67,0.08,0.42,12.23
1,0,2.19,0.25,0.76,13.08
1,0,6.83,0.08,0.67,9.70
0,1,6.41,0.17,0.25,9.70
1,0,17.38,0.08,2.87,6.33
0,1,42.60,1.10,0.08,4.22
1,0,41.42,0.17,1.27,4.89
1,0,4.98,0.25,0.51,1.10
1,0,6.33,0.17,0.17,5.99
1,0,4.13,0.59,1.94,7.51
1,0,12.15,0.08,0.76,14.68
1,0,12.15,0.08,0.76,14.68
0,1,12.74,0.25,0.34,15.27
0,1,12.65,0.17,0.25,15.10
0,1,12.65,0.17,0.25,15.10
